customer_id,age,employment_type,monthly_income,city,city_tier,bureau_score,has_pl,pl_ticket_size,pl_tenure_months,pl_vintage_months,repayment_score,dpd_last_12m,foir_percent,digital_engagement_score,app_logins_90d,hl_calculator_used,hl_propensity_score,took_hl,hl_ticket_size,hl_tenure_months,hl_vintage_months,segment,model_propensity_score,propensity_decile
CUST002324,48,Self-Employed,106285,Pune,Tier 1,779,True,236099,24,6,78,3,9.26,65,10,False,75.02,False,0,0,0,Ready for Home,27.24747,7
CUST002327,47,Self-Employed,117949,Chennai,Tier 1,760,True,574644,18,28,78,0,27.07,59,3,True,86.92,False,0,0,0,Ready for Home,34.61936,8
CUST002329,29,Self-Employed,25000,Bangalore,Tier 1,648,True,111301,48,42,10,4,9.28,76,15,False,53.02,False,0,0,0,High Potential,9.543152,2
CUST002330,38,Self-Employed,66496,Delhi,Tier 1,682,True,292039,60,30,48,2,7.32,74,10,False,81.84,False,0,0,0,Ready for Home,26.720915,7
CUST002331,36,Salaried,82411,Pune,Tier 1,729,True,330413,60,16,52,0,6.68,61,6,False,77.56,False,0,0,0,Ready for Home,19.778599,5
CUST002332,37,Salaried,59829,Pune,Tier 1,752,True,291216,18,18,88,0,27.04,84,18,False,97.03,True,3074778,180,20,Ready for Home,19.02687,5
CUST002334,43,Salaried,59672,Pune,Tier 1,792,True,198737,48,43,85,0,6.94,71,9,False,91.84,False,0,0,0,Ready for Home,37.884697,9
CUST002335,31,Self-Employed,28963,Lucknow,Tier 2,777,True,117609,36,32,81,1,11.28,91,16,False,79.93,False,0,0,0,Ready for Home,28.760359,7
CUST002336,36,Salaried,76839,Bangalore,Tier 1,672,True,114118,36,34,25,1,4.13,65,3,True,100.0,True,4019308,120,4,Ready for Home,68.33198,10
CUST002337,50,Salaried,102132,Chennai,Tier 1,812,True,359513,24,11,91,0,14.67,61,5,False,79.18,False,0,0,0,Ready for Home,47.16735,9
CUST002338,38,Salaried,60917,Rajkot,Tier 3,801,True,128377,12,8,66,0,17.56,97,19,False,63.97,False,0,0,0,High Potential,11.037956,2
CUST002339,44,Salaried,91962,Nashik,Tier 3,747,True,210004,18,26,71,1,12.69,64,4,False,65.28,True,2698554,180,8,High Potential,12.136948,3
CUST002342,23,Salaried,36095,Rajkot,Tier 3,757,True,100599,48,27,67,0,5.81,100,15,False,27.77,False,0,0,0,Low Intent,6.813818,1
CUST002343,26,Salaried,40142,Guwahati,Tier 3,698,True,104029,18,30,38,3,14.4,92,21,False,27.08,False,0,0,0,Low Intent,13.713333,3
CUST002344,26,Self-Employed,65442,Jaipur,Tier 2,664,True,111703,12,10,24,0,14.22,93,17,False,50.87,False,0,0,0,High Potential,5.7287154,1
CUST002345,34,Salaried,43128,Bangalore,Tier 1,720,True,200881,18,12,62,3,25.88,90,14,False,84.62,False,0,0,0,Ready for Home,39.324165,9
CUST002346,31,Salaried,71600,Chandigarh,Tier 3,700,True,208051,48,26,56,0,6.05,59,9,False,42.33,False,0,0,0,Medium Potential,32.125576,8
CUST002347,23,Self-Employed,25000,Chennai,Tier 1,708,True,108527,48,28,44,3,9.04,100,15,False,32.5,False,0,0,0,Medium Potential,21.685776,6
CUST002349,33,Salaried,47072,Guwahati,Tier 3,742,True,115084,12,38,67,1,20.37,85,17,False,60.8,False,0,0,0,High Potential,19.139326,5
CUST002350,49,Salaried,95701,Coimbatore,Tier 2,796,True,165559,24,40,100,0,7.21,60,10,True,71.39,False,0,0,0,Ready for Home,20.581198,5
CUST002352,28,Salaried,50394,Chandigarh,Tier 3,671,True,204252,24,36,13,0,16.89,100,14,False,47.82,False,0,0,0,Medium Potential,11.5880375,2
CUST002353,48,Salaried,101486,Mumbai,Tier 1,804,True,385845,24,10,95,0,15.84,84,23,True,100.0,True,4239675,180,7,Ready for Home,61.788773,10
CUST002354,26,Salaried,30171,Nashik,Tier 3,708,True,127660,18,11,49,0,23.51,95,14,False,48.23,False,0,0,0,Medium Potential,13.121189,3
CUST002355,28,Salaried,25000,Mysore,Tier 3,687,True,120839,18,12,27,0,26.85,72,17,False,38.96,True,712965,180,20,Medium Potential,36.81229,8
CUST002356,43,Salaried,75732,Guwahati,Tier 3,801,True,174390,12,47,73,0,19.19,63,6,False,75.06,False,0,0,0,Ready for Home,15.708465,4
CUST002357,43,Salaried,94597,Pune,Tier 1,737,True,234330,24,27,59,0,10.32,58,5,False,46.0,False,0,0,0,Medium Potential,31.475851,8
CUST002358,23,Salaried,45770,Bhopal,Tier 3,757,True,111144,60,11,83,0,4.05,100,16,False,61.1,True,957846,180,12,High Potential,50.29729,10
CUST002359,40,Salaried,68918,Indore,Tier 2,749,True,340640,18,19,33,4,27.46,67,1,False,60.7,False,0,0,0,High Potential,18.049416,5
CUST002362,31,Salaried,56029,Guwahati,Tier 3,787,True,265263,24,23,98,0,19.73,93,15,True,97.38,False,0,0,0,Ready for Home,8.258467,1
CUST002363,36,Self-Employed,95466,Chandigarh,Tier 3,749,True,117935,12,18,60,0,10.29,74,9,False,66.53,False,0,0,0,High Potential,17.963001,5
CUST002365,30,Salaried,54484,Delhi,Tier 1,738,True,239614,36,27,59,1,12.22,100,18,False,81.26,True,736626,240,21,Ready for Home,33.251614,8
CUST002366,48,Salaried,77778,Bangalore,Tier 1,802,True,189244,36,22,95,0,6.76,71,19,False,76.02,True,833591,240,15,Ready for Home,51.3075,10
CUST002367,32,Salaried,78305,Pune,Tier 1,643,True,335373,12,39,12,0,35.69,79,15,True,97.06,False,0,0,0,Ready for Home,15.083321,4
CUST002368,35,Salaried,45564,Jaipur,Tier 2,728,True,152592,48,35,61,1,6.98,69,9,False,54.67,True,990203,240,2,High Potential,52.70073,10
CUST002369,41,Salaried,88067,Guwahati,Tier 3,767,True,420118,18,8,76,2,26.5,75,19,False,92.73,False,0,0,0,Ready for Home,20.668316,5
CUST002370,30,Self-Employed,82989,Hyderabad,Tier 1,752,True,214290,12,26,61,2,21.52,88,13,False,92.8,False,0,0,0,Ready for Home,18.534641,5
CUST002371,37,Salaried,81070,Pune,Tier 1,762,True,157751,36,6,75,1,5.41,74,11,False,93.81,True,4000072,120,18,Ready for Home,50.700897,10
CUST002373,23,Salaried,25037,Nagpur,Tier 2,638,True,103069,60,42,7,0,6.86,100,14,False,59.88,False,0,0,0,High Potential,5.583816,1
CUST002374,32,Salaried,67692,Delhi,Tier 1,812,True,217029,60,38,84,0,5.34,62,2,False,81.17,True,3167420,300,21,Ready for Home,70.78101,10
CUST002376,31,Salaried,38759,Pune,Tier 1,728,True,150393,48,11,53,0,8.08,90,15,False,58.08,True,1977951,300,7,High Potential,36.437603,8
CUST002377,35,Salaried,68956,Chandigarh,Tier 3,724,True,244560,60,34,59,0,5.91,100,16,False,48.74,False,0,0,0,Medium Potential,10.667597,2
CUST002378,35,Salaried,60516,Delhi,Tier 1,708,True,236364,18,46,38,0,21.7,52,5,False,72.51,False,0,0,0,Ready for Home,12.3613615,3
CUST002379,23,Self-Employed,47984,Delhi,Tier 1,702,True,180640,24,39,29,3,15.69,100,25,False,32.63,False,0,0,0,Medium Potential,20.053062,5
CUST002381,36,Self-Employed,69389,Chennai,Tier 1,627,True,300754,36,28,22,0,12.04,91,9,False,75.94,False,0,0,0,Ready for Home,16.54369,4
CUST002383,35,Salaried,63760,Jaipur,Tier 2,750,True,228961,60,32,76,0,5.98,69,3,True,100.0,False,0,0,0,Ready for Home,27.141926,7
CUST002386,35,Self-Employed,76055,Mysore,Tier 3,745,True,188743,24,30,66,2,10.34,77,14,False,99.14,False,0,0,0,Ready for Home,37.072567,8
CUST002387,36,Self-Employed,115195,Lucknow,Tier 2,732,True,431324,24,35,40,3,15.6,98,15,False,86.26,False,0,0,0,Ready for Home,30.644003,8
CUST002388,44,Salaried,69397,Rajkot,Tier 3,804,True,149403,48,14,66,0,4.49,73,10,False,70.23,False,0,0,0,Ready for Home,6.507019,1
CUST002390,27,Self-Employed,59698,Kochi,Tier 2,675,True,123445,60,41,39,1,3.45,100,24,False,42.87,False,0,0,0,Medium Potential,16.301474,4
CUST002391,42,Self-Employed,96614,Lucknow,Tier 2,723,True,383344,48,21,43,1,8.27,82,16,False,88.92,False,0,0,0,Ready for Home,27.498981,7
CUST002392,23,Self-Employed,25000,Nagpur,Tier 2,708,True,113092,18,9,26,4,25.13,100,12,False,31.98,False,0,0,0,Medium Potential,15.9090805,4
CUST002396,35,Self-Employed,84182,Bangalore,Tier 1,728,True,269083,12,36,53,0,26.64,78,10,False,91.26,True,555963,300,10,Ready for Home,50.530224,10
CUST002398,35,Self-Employed,87944,Kochi,Tier 2,721,True,134292,36,36,42,3,4.24,84,15,True,99.09,True,1194688,180,10,Ready for Home,48.58531,9
CUST002399,29,Salaried,36263,Chennai,Tier 1,748,True,147911,18,35,48,0,22.66,100,15,False,40.42,False,0,0,0,Medium Potential,22.87484,6
CUST002401,26,Salaried,68826,Lucknow,Tier 2,654,True,249073,48,41,19,0,7.54,100,13,False,45.84,False,0,0,0,Medium Potential,16.02973,4
CUST002403,36,Salaried,42740,Nagpur,Tier 2,730,True,112278,60,29,60,3,4.38,78,19,False,39.63,False,0,0,0,Medium Potential,15.815538,4
CUST002404,46,Salaried,90083,Chennai,Tier 1,724,True,296967,36,6,56,2,9.16,38,2,False,70.58,True,2682162,120,2,Ready for Home,65.74859,10
CUST002405,31,Self-Employed,87685,Chennai,Tier 1,609,True,154137,18,20,0,4,9.77,94,14,False,65.37,False,0,0,0,High Potential,18.790989,5
CUST002406,37,Salaried,61759,Jaipur,Tier 2,722,True,207102,24,10,55,4,13.97,82,15,False,72.83,False,0,0,0,Ready for Home,13.650566,3
CUST002407,42,Salaried,68208,Coimbatore,Tier 2,763,True,247754,18,45,62,0,20.18,63,5,False,74.14,False,0,0,0,Ready for Home,20.661156,5
CUST002408,39,Salaried,76490,Kochi,Tier 2,775,True,169113,48,40,73,2,4.61,96,11,False,91.52,True,3268291,300,11,Ready for Home,45.435253,9
CUST002409,45,Salaried,80407,Delhi,Tier 1,733,True,282024,36,26,44,0,9.74,63,5,False,72.48,False,0,0,0,Ready for Home,23.528608,6
CUST002410,23,Salaried,44546,Chennai,Tier 1,700,True,207765,24,32,33,0,19.43,83,13,False,49.19,False,0,0,0,Medium Potential,9.675689,2
CUST002411,35,Self-Employed,70508,Coimbatore,Tier 2,705,True,306436,60,35,30,1,7.24,81,10,False,78.39,False,0,0,0,Ready for Home,21.533894,6
CUST002412,33,Salaried,61414,Lucknow,Tier 2,754,True,156824,60,34,53,1,4.26,93,11,True,74.49,False,0,0,0,Ready for Home,32.02533,8
CUST002413,41,Salaried,78252,Delhi,Tier 1,718,True,292290,48,26,49,3,7.78,50,6,True,100.0,False,0,0,0,Ready for Home,31.781378,8
CUST002416,31,Salaried,25475,Bhopal,Tier 3,778,True,104495,24,38,78,0,17.09,90,12,False,50.03,False,0,0,0,High Potential,10.984334,2
CUST002417,43,Self-Employed,73434,Coimbatore,Tier 2,718,True,136755,48,31,26,5,3.88,91,17,False,63.46,False,0,0,0,High Potential,15.267142,4
CUST002419,42,Self-Employed,131524,Chennai,Tier 1,774,True,146710,24,16,65,3,4.65,55,10,False,78.05,True,552059,180,13,Ready for Home,88.93643,10
CUST002420,44,Salaried,59570,Jaipur,Tier 2,722,True,289986,24,27,48,1,20.28,78,11,False,58.16,False,0,0,0,High Potential,17.414669,4
CUST002421,40,Salaried,76080,Jaipur,Tier 2,777,True,110399,36,15,70,0,4.03,63,6,False,92.66,False,0,0,0,Ready for Home,47.855053,9
CUST002422,36,Self-Employed,89164,Nashik,Tier 3,789,True,324782,60,26,85,0,6.07,47,12,True,94.51,False,0,0,0,Ready for Home,13.468647,3
CUST002423,23,Salaried,46322,Mumbai,Tier 1,688,True,175103,48,17,30,0,7.88,100,12,False,36.24,False,0,0,0,Medium Potential,18.272348,5
CUST002425,25,Self-Employed,77303,Chandigarh,Tier 3,731,True,137874,36,14,48,2,4.95,89,14,False,56.07,False,0,0,0,High Potential,14.128113,3
CUST002426,53,Salaried,96646,Nagpur,Tier 2,770,True,159759,24,6,58,0,6.89,45,6,False,42.25,False,0,0,0,Medium Potential,16.780373,4
CUST002428,27,Self-Employed,25000,Delhi,Tier 1,637,True,110025,24,43,21,0,18.34,75,21,False,45.14,False,0,0,0,Medium Potential,13.590838,3
CUST002430,44,Self-Employed,97109,Hyderabad,Tier 1,692,True,343654,18,26,29,2,19.66,61,5,False,64.2,False,0,0,0,High Potential,35.77061,8
CUST002433,41,Salaried,60328,Nashik,Tier 3,694,True,213645,12,30,42,0,29.51,70,4,False,69.02,True,1068378,120,20,High Potential,45.59723,9
CUST002434,34,Self-Employed,67041,Hyderabad,Tier 1,734,True,148939,60,15,59,0,3.7,78,22,False,76.5,True,1088369,180,2,Ready for Home,20.619917,5
CUST002436,30,Salaried,54041,Chandigarh,Tier 3,756,True,211058,36,38,76,0,10.85,100,7,False,73.14,False,0,0,0,Ready for Home,14.062818,3
CUST002437,35,Salaried,78178,Mysore,Tier 3,732,True,165763,24,17,48,1,8.83,89,14,False,56.99,True,3283145,300,8,High Potential,22.360987,6
CUST002438,40,Salaried,67687,Bhopal,Tier 3,670,True,281705,24,42,39,5,17.34,62,6,False,48.61,False,0,0,0,Medium Potential,14.232069,3
CUST002439,27,Salaried,53862,Nagpur,Tier 2,685,True,116156,60,46,36,5,3.59,94,18,False,51.32,False,0,0,0,High Potential,21.435385,6
CUST002440,40,Self-Employed,104573,Guwahati,Tier 3,760,True,281558,12,43,54,2,22.44,46,5,False,46.37,True,4927138,240,7,Medium Potential,26.390944,7
CUST002443,24,Salaried,41050,Indore,Tier 2,730,True,132953,60,31,45,0,5.4,89,15,False,43.37,False,0,0,0,Medium Potential,10.007969,2
CUST002444,36,Self-Employed,102381,Nagpur,Tier 2,785,True,208392,18,7,62,0,11.31,88,14,False,91.0,True,2414382,300,4,Ready for Home,33.461113,8
CUST002445,42,Salaried,70752,Guwahati,Tier 3,759,True,241354,36,24,63,2,9.48,61,5,False,73.18,False,0,0,0,Ready for Home,18.397844,5
CUST002446,47,Salaried,89750,Mumbai,Tier 1,760,True,319336,36,33,77,0,9.88,85,17,False,63.6,False,0,0,0,High Potential,14.56898,3
CUST002447,33,Salaried,64353,Pune,Tier 1,710,True,209826,60,18,34,0,5.43,60,6,True,94.02,False,0,0,0,Ready for Home,28.953913,7
CUST002448,32,Salaried,50495,Mumbai,Tier 1,645,True,206463,36,47,29,0,11.36,72,15,False,77.43,False,0,0,0,Ready for Home,17.15549,4
CUST002449,36,Salaried,57722,Lucknow,Tier 2,732,True,259294,18,31,59,1,24.96,61,6,True,84.08,False,0,0,0,Ready for Home,40.067993,9
CUST002450,26,Self-Employed,57407,Guwahati,Tier 3,689,True,119835,60,46,41,1,3.48,100,18,False,52.4,False,0,0,0,High Potential,14.771702,3
CUST002451,37,Salaried,71264,Indore,Tier 2,672,True,179669,12,45,8,0,21.01,67,3,False,68.48,False,0,0,0,High Potential,12.527651,3
CUST002452,26,Salaried,39879,Indore,Tier 2,696,True,175370,12,21,46,1,36.65,90,11,False,22.85,False,0,0,0,Low Intent,4.08226,1
CUST002453,42,Salaried,61112,Hyderabad,Tier 1,732,True,250237,60,28,76,1,6.82,85,14,False,85.17,True,672507,120,21,Ready for Home,34.420403,8
CUST002455,38,Self-Employed,70424,Bangalore,Tier 1,749,True,208534,48,11,44,0,6.17,69,9,False,82.53,False,0,0,0,Ready for Home,31.926716,8
CUST002456,30,Salaried,52683,Coimbatore,Tier 2,750,True,110213,18,35,66,0,11.62,91,11,False,76.68,True,1985629,180,11,Ready for Home,61.098404,10
CUST002457,34,Self-Employed,101234,Delhi,Tier 1,789,True,172787,24,17,84,0,7.11,73,14,True,100.0,False,0,0,0,Ready for Home,18.783136,5
CUST002458,34,Self-Employed,71280,Bangalore,Tier 1,634,True,214569,48,10,6,2,6.27,93,15,False,85.44,True,3767202,120,5,Ready for Home,50.349945,10
CUST002459,44,Salaried,74666,Pune,Tier 1,752,True,128594,48,13,48,0,3.59,45,2,False,64.92,False,0,0,0,High Potential,19.140383,5
CUST002460,37,Salaried,72018,Bangalore,Tier 1,745,True,348869,12,29,52,4,40.37,59,4,False,52.48,False,0,0,0,High Potential,22.333525,6
CUST002461,25,Salaried,43624,Pune,Tier 1,680,True,148876,60,37,38,1,5.69,96,11,False,41.32,False,0,0,0,Medium Potential,17.56134,5
CUST002462,43,Self-Employed,128643,Mysore,Tier 3,711,True,195631,18,27,43,0,8.45,49,7,False,45.45,False,0,0,0,Medium Potential,13.355437,3
CUST002463,40,Salaried,80014,Indore,Tier 2,784,True,281784,60,44,75,1,5.87,50,5,False,67.27,False,0,0,0,High Potential,14.940526,4
CUST002465,45,Self-Employed,121869,Bangalore,Tier 1,708,True,537014,36,28,52,1,12.24,41,5,False,81.02,False,0,0,0,Ready for Home,15.592093,4
CUST002467,27,Salaried,44524,Chandigarh,Tier 3,689,True,214170,24,44,30,0,20.04,100,14,False,29.37,True,750803,240,7,Low Intent,24.982141,7
CUST002468,36,Self-Employed,63878,Jaipur,Tier 2,739,True,315638,12,12,57,0,41.18,80,16,False,57.07,False,0,0,0,High Potential,13.921264,3
CUST002471,27,Salaried,28308,Guwahati,Tier 3,649,True,112329,36,30,25,1,11.02,83,13,False,18.35,False,0,0,0,Low Intent,15.2434435,4
CUST002472,37,Salaried,52975,Jaipur,Tier 2,754,True,255465,48,26,66,0,10.05,79,12,False,83.13,False,0,0,0,Ready for Home,21.174559,6
CUST002473,46,Salaried,89576,Bangalore,Tier 1,713,True,375186,36,24,45,0,11.63,59,5,True,100.0,True,2982539,240,13,Ready for Home,23.644316,6
CUST002474,23,Salaried,35821,Guwahati,Tier 3,717,True,151331,60,45,35,0,7.04,100,16,False,36.94,False,0,0,0,Medium Potential,19.503086,5
CUST002475,39,Salaried,72220,Lucknow,Tier 2,765,True,154486,24,24,61,0,8.91,80,15,False,69.04,False,0,0,0,High Potential,41.466408,9
CUST002476,40,Self-Employed,70853,Lucknow,Tier 2,746,True,171189,24,37,61,0,10.07,100,13,False,59.32,False,0,0,0,High Potential,29.271593,7
CUST002478,42,Salaried,70928,Mumbai,Tier 1,634,True,261176,24,43,9,3,15.34,67,9,False,71.51,False,0,0,0,Ready for Home,13.596832,3
CUST002479,40,Self-Employed,87146,Bangalore,Tier 1,726,True,426371,24,28,65,0,20.39,67,3,True,100.0,True,3105993,300,19,Ready for Home,45.4143,9
CUST002480,36,Salaried,57418,Hyderabad,Tier 1,699,True,185904,36,34,35,0,8.99,63,5,False,80.58,False,0,0,0,Ready for Home,31.597057,8
CUST002482,23,Salaried,36812,Hyderabad,Tier 1,663,True,158962,12,10,13,4,35.99,100,17,False,42.56,False,0,0,0,Medium Potential,8.159318,1
CUST002483,50,Salaried,62187,Rajkot,Tier 3,801,True,247922,36,40,71,1,11.07,72,14,True,84.04,False,0,0,0,Ready for Home,51.14357,10
CUST002484,39,Salaried,69903,Delhi,Tier 1,668,True,209858,36,21,26,2,8.34,87,4,True,99.68,False,0,0,0,Ready for Home,33.287872,8
CUST002485,27,Salaried,56358,Mysore,Tier 3,735,True,122195,12,33,65,2,18.07,98,18,False,48.07,False,0,0,0,Medium Potential,18.88646,5
CUST002486,37,Salaried,94036,Coimbatore,Tier 2,748,True,438746,24,33,83,0,19.44,80,11,False,100.0,False,0,0,0,Ready for Home,16.79311,4
CUST002488,32,Self-Employed,91715,Bangalore,Tier 1,636,True,154754,36,16,13,0,4.69,99,19,False,72.13,False,0,0,0,Ready for Home,14.887086,4
CUST002490,38,Salaried,58144,Lucknow,Tier 2,784,True,202125,24,23,70,1,14.48,95,9,True,100.0,False,0,0,0,Ready for Home,24.621227,7
CUST002491,41,Self-Employed,84613,Indore,Tier 2,759,True,123635,36,43,44,5,4.06,72,18,True,100.0,False,0,0,0,Ready for Home,24.002338,6
CUST002492,23,Self-Employed,27463,Chandigarh,Tier 3,742,True,130016,36,24,67,0,13.15,100,19,False,44.2,False,0,0,0,Medium Potential,8.276756,1
CUST002494,32,Salaried,77534,Indore,Tier 2,636,True,201312,48,45,35,0,5.41,71,19,False,92.78,True,1006667,300,10,Ready for Home,62.529392,10
CUST002495,38,Salaried,65564,Nagpur,Tier 2,684,True,283313,12,28,46,1,36.01,64,8,False,63.01,True,1153605,120,8,High Potential,51.324444,10
CUST002497,33,Self-Employed,49815,Mumbai,Tier 1,756,True,118255,18,41,77,0,13.19,89,14,False,82.7,False,0,0,0,Ready for Home,26.71426,7
CUST002499,29,Salaried,42652,Indore,Tier 2,747,True,154212,60,8,59,0,6.03,100,12,True,70.46,False,0,0,0,Ready for Home,6.551769,1
CUST002501,32,Self-Employed,104487,Hyderabad,Tier 1,738,True,163077,24,6,59,5,6.5,99,19,False,99.47,False,0,0,0,Ready for Home,9.832939,2
CUST002502,28,Salaried,40209,Rajkot,Tier 3,709,True,119137,24,16,36,3,12.35,82,10,False,36.23,False,0,0,0,Medium Potential,7.8994265,1
CUST002504,28,Salaried,25000,Chandigarh,Tier 3,690,True,105579,18,44,28,1,23.46,92,20,False,19.22,False,0,0,0,Low Intent,11.562242,2
CUST002506,33,Salaried,78469,Jaipur,Tier 2,771,True,256726,60,17,67,0,5.45,96,15,True,100.0,False,0,0,0,Ready for Home,21.987007,6
CUST002507,26,Self-Employed,94258,Mumbai,Tier 1,642,True,398307,48,6,19,0,8.8,90,15,False,68.62,False,0,0,0,High Potential,20.72471,6
CUST002509,34,Salaried,67330,Indore,Tier 2,695,True,215982,18,36,36,2,17.82,75,8,True,100.0,False,0,0,0,Ready for Home,27.308592,7
CUST002510,58,Self-Employed,124085,Coimbatore,Tier 2,762,True,458215,60,35,57,0,6.15,27,1,True,84.01,False,0,0,0,Ready for Home,14.782476,3
CUST002511,32,Salaried,46368,Bhopal,Tier 3,789,True,210606,24,21,84,0,18.93,64,12,False,63.0,True,1318888,120,10,High Potential,34.14239,8
CUST002512,24,Self-Employed,71874,Bhopal,Tier 3,667,True,139282,12,11,28,1,16.15,69,6,False,36.68,True,1465033,180,9,Medium Potential,46.75325,9
CUST002513,42,Self-Employed,71434,Indore,Tier 2,786,True,281780,36,40,84,0,10.96,71,13,True,94.56,True,2182483,180,13,Ready for Home,60.983257,10
CUST002514,38,Self-Employed,64685,Bangalore,Tier 1,710,True,277919,36,31,42,4,11.93,84,17,False,68.75,True,3585321,180,15,High Potential,49.146687,9
CUST002516,43,Self-Employed,37979,Jaipur,Tier 2,733,True,157720,18,18,56,2,23.07,79,14,False,52.19,True,1856961,300,11,High Potential,48.022503,9
CUST002517,29,Self-Employed,59928,Mumbai,Tier 1,653,True,225918,18,25,34,0,20.94,83,14,False,75.62,False,0,0,0,Ready for Home,13.5612335,3
CUST002519,25,Salaried,45311,Delhi,Tier 1,754,True,179600,18,8,72,3,22.02,83,13,False,53.08,False,0,0,0,High Potential,27.352432,7
CUST002520,36,Salaried,69234,Nagpur,Tier 2,785,True,133915,12,33,72,1,16.12,93,11,True,100.0,True,1537596,240,18,Ready for Home,18.40806,5
CUST002522,25,Salaried,64792,Mysore,Tier 3,754,True,320478,24,19,77,0,20.61,100,16,False,57.23,False,0,0,0,High Potential,16.46669,4
CUST002523,35,Self-Employed,143223,Hyderabad,Tier 1,748,True,237567,36,17,39,3,4.61,72,19,False,96.61,False,0,0,0,Ready for Home,7.7568903,1
CUST002527,34,Salaried,60489,Mumbai,Tier 1,723,True,252753,48,34,53,3,8.71,68,5,False,80.8,False,0,0,0,Ready for Home,30.274647,8
CUST002529,27,Salaried,35186,Chandigarh,Tier 3,664,True,150502,48,43,13,0,8.91,90,9,False,41.0,False,0,0,0,Medium Potential,11.933922,3
CUST002530,39,Salaried,61168,Delhi,Tier 1,736,True,261785,36,46,71,0,11.89,72,13,True,100.0,False,0,0,0,Ready for Home,32.46716,8
CUST002532,43,Salaried,79062,Coimbatore,Tier 2,732,True,311877,36,8,44,3,10.96,48,5,False,60.01,False,0,0,0,High Potential,22.620987,6
CUST002538,23,Self-Employed,40201,Coimbatore,Tier 2,702,True,197492,24,42,47,1,20.47,100,13,True,51.79,False,0,0,0,High Potential,12.147783,3
CUST002539,28,Salaried,38215,Mysore,Tier 3,703,True,159007,24,6,39,0,17.34,89,15,False,36.73,False,0,0,0,Medium Potential,7.594094,1
CUST002541,31,Salaried,43826,Kochi,Tier 2,699,True,143042,12,42,29,0,27.2,87,13,True,100.0,False,0,0,0,Ready for Home,23.365501,6
CUST002542,23,Self-Employed,29607,Chennai,Tier 1,635,True,109495,36,37,30,5,10.27,100,13,False,51.61,False,0,0,0,High Potential,30.498823,8
CUST002543,36,Self-Employed,61104,Nashik,Tier 3,702,True,233206,24,19,43,4,15.9,76,13,True,96.15,False,0,0,0,Ready for Home,18.191525,5
CUST002544,42,Salaried,64129,Lucknow,Tier 2,742,True,217964,12,38,56,0,28.32,82,11,True,98.92,True,738751,240,14,Ready for Home,56.39125,10
CUST002548,39,Salaried,54721,Nagpur,Tier 2,807,True,255476,36,46,90,0,12.97,100,18,True,100.0,False,0,0,0,Ready for Home,24.725523,7
CUST002549,46,Salaried,62475,Coimbatore,Tier 2,818,True,124476,36,26,77,0,5.53,81,10,False,49.29,False,0,0,0,Medium Potential,7.222426,1
CUST002550,25,Salaried,48367,Bangalore,Tier 1,632,True,145314,36,45,21,1,8.35,90,12,False,42.35,False,0,0,0,Medium Potential,13.957117,3
CUST002551,27,Self-Employed,36954,Rajkot,Tier 3,683,True,156582,18,21,27,4,23.54,100,14,False,22.31,False,0,0,0,Low Intent,16.403234,4
CUST002552,23,Salaried,80875,Delhi,Tier 1,720,True,370750,60,30,44,2,7.64,100,19,False,91.6,True,4819400,240,13,Ready for Home,49.98015,10
CUST002553,37,Salaried,50411,Chandigarh,Tier 3,814,True,173848,24,46,85,0,14.37,56,4,False,77.12,True,1449673,180,3,Ready for Home,64.997635,10
CUST002554,23,Salaried,60902,Coimbatore,Tier 2,642,True,219007,36,26,11,0,9.99,76,19,False,46.56,True,2870802,180,16,Medium Potential,16.843592,4
CUST002555,30,Self-Employed,43229,Indore,Tier 2,725,True,102976,24,14,62,0,9.93,65,3,False,70.27,False,0,0,0,Ready for Home,9.584108,2
CUST002556,38,Salaried,66620,Coimbatore,Tier 2,753,True,276625,18,7,35,0,23.07,67,8,False,71.23,True,3094364,240,5,Ready for Home,37.751156,9
CUST002557,26,Salaried,36192,Jaipur,Tier 2,682,True,156036,60,38,29,2,7.19,100,22,False,38.71,False,0,0,0,Medium Potential,19.304407,5
CUST002558,23,Self-Employed,43467,Jaipur,Tier 2,650,True,192631,18,33,16,1,24.62,100,11,False,39.01,False,0,0,0,Medium Potential,6.2172265,1
CUST002559,41,Salaried,57972,Jaipur,Tier 2,784,True,153525,60,45,68,0,4.41,51,3,False,65.23,False,0,0,0,High Potential,15.524796,4
CUST002562,31,Self-Employed,62314,Bangalore,Tier 1,665,True,215597,36,35,34,0,9.61,61,10,False,85.86,True,1450742,120,12,Ready for Home,62.341534,10
CUST002563,28,Salaried,59962,Guwahati,Tier 3,677,True,265676,36,17,28,1,12.31,82,15,False,57.93,False,0,0,0,High Potential,7.534316,1
CUST002564,34,Salaried,60834,Coimbatore,Tier 2,642,True,227340,18,6,25,3,20.76,89,11,False,71.67,True,3017762,240,22,Ready for Home,26.367134,7
CUST002565,33,Self-Employed,63260,Hyderabad,Tier 1,663,True,298680,12,46,18,0,39.35,89,10,False,70.07,False,0,0,0,Ready for Home,5.4850483,1
CUST002566,35,Salaried,52056,Rajkot,Tier 3,725,True,122725,24,35,40,5,9.82,62,4,False,63.22,False,0,0,0,High Potential,17.594088,5
CUST002567,25,Salaried,59437,Chennai,Tier 1,726,True,170404,24,8,53,0,11.95,94,9,False,54.86,False,0,0,0,High Potential,8.154529,1
